_id,date,deaths_total,death_covid,death_covid_contrib,death_unknown_missing
1195,2023-07-09T00:00:00,2,2,0,0
1196,2023-07-10T00:00:00,3,1,1,1
1197,2023-07-11T00:00:00,0,0,0,0
1198,2023-07-12T00:00:00,1,1,0,0
1199,2023-07-13T00:00:00,2,1,1,0
1200,2023-07-14T00:00:00,1,0,1,0
1201,2023-07-15T00:00:00,3,2,1,0
1202,2023-07-16T00:00:00,1,1,0,0
1203,2023-07-17T00:00:00,1,0,1,0
1204,2023-07-18T00:00:00,0,0,0,0
1205,2023-07-19T00:00:00,2,2,0,0
1206,2023-07-20T00:00:00,2,1,1,0
1207,2023-07-21T00:00:00,2,2,0,0
1208,2023-07-22T00:00:00,1,1,0,0
1209,2023-07-23T00:00:00,2,0,2,0
1210,2023-07-24T00:00:00,0,0,0,0
1211,2023-07-25T00:00:00,2,1,1,0
1212,2023-07-26T00:00:00,2,1,1,0
1213,2023-07-27T00:00:00,4,1,3,0
1214,2023-07-28T00:00:00,2,1,0,1
1215,2023-07-29T00:00:00,0,0,0,0
1216,2023-07-30T00:00:00,5,4,1,0
1217,2023-07-31T00:00:00,3,2,1,0
1218,2023-08-01T00:00:00,0,0,0,0
1219,2023-08-02T00:00:00,4,3,1,0
1220,2023-08-03T00:00:00,2,1,0,1
1221,2023-08-04T00:00:00,0,0,0,0
1222,2023-08-05T00:00:00,3,2,1,0
1223,2023-08-06T00:00:00,0,0,0,0
1224,2023-08-07T00:00:00,1,1,0,0
1225,2023-08-08T00:00:00,1,0,1,0
1226,2023-08-09T00:00:00,1,1,0,0
1227,2023-08-10T00:00:00,2,2,0,0
1228,2023-08-11T00:00:00,2,1,1,0
1229,2023-08-12T00:00:00,4,4,0,0
1230,2023-08-13T00:00:00,3,3,0,0
1231,2023-08-14T00:00:00,2,2,0,0
1232,2023-08-15T00:00:00,2,2,0,0
1233,2023-08-16T00:00:00,5,4,1,0
1234,2023-08-17T00:00:00,0,0,0,0
1235,2023-08-18T00:00:00,1,1,0,0
1236,2023-08-19T00:00:00,1,1,0,0
1237,2023-08-20T00:00:00,1,1,0,0
1238,2023-08-21T00:00:00,3,3,0,0
1239,2023-08-22T00:00:00,1,1,0,0
1240,2023-08-23T00:00:00,2,0,2,0
1241,2023-08-24T00:00:00,1,1,0,0
1242,2023-08-25T00:00:00,1,0,1,0
1243,2023-08-26T00:00:00,5,4,1,0
1244,2023-08-27T00:00:00,3,3,0,0
1245,2023-08-28T00:00:00,1,1,0,0
1246,2023-08-29T00:00:00,1,0,1,0
1247,2023-08-30T00:00:00,5,5,0,0
1248,2023-08-31T00:00:00,2,1,0,1
1249,2023-09-01T00:00:00,1,1,0,0
1250,2023-09-02T00:00:00,2,2,0,0
1251,2023-09-03T00:00:00,4,0,2,2
1252,2023-09-04T00:00:00,3,2,1,0
1253,2023-09-05T00:00:00,3,2,0,1
1254,2023-09-06T00:00:00,2,1,1,0
1255,2023-09-07T00:00:00,4,3,1,0
1256,2023-09-08T00:00:00,4,2,1,1
1257,2023-09-09T00:00:00,3,2,1,0
1258,2023-09-10T00:00:00,3,2,1,0
1259,2023-09-11T00:00:00,6,3,2,1
1260,2023-09-12T00:00:00,4,3,0,1
1261,2023-09-13T00:00:00,4,2,2,0
1262,2023-09-14T00:00:00,4,3,1,0
1263,2023-09-15T00:00:00,5,3,2,0
1264,2023-09-16T00:00:00,1,1,0,0
1265,2023-09-17T00:00:00,8,6,2,0
1266,2023-09-18T00:00:00,2,1,1,0
1267,2023-09-19T00:00:00,1,1,0,0
1268,2023-09-20T00:00:00,5,4,0,1
1269,2023-09-21T00:00:00,7,6,1,0
1270,2023-09-22T00:00:00,4,3,1,0
1271,2023-09-23T00:00:00,5,3,2,0
1272,2023-09-24T00:00:00,3,3,0,0
1273,2023-09-25T00:00:00,7,2,4,1
1274,2023-09-26T00:00:00,9,5,3,1
1275,2023-09-27T00:00:00,4,2,2,0
1276,2023-09-28T00:00:00,7,7,0,0
1277,2023-09-29T00:00:00,8,6,1,1
1278,2023-09-30T00:00:00,3,3,0,0
1279,2023-10-01T00:00:00,2,1,1,0
1280,2023-10-02T00:00:00,9,7,1,1
1281,2023-10-03T00:00:00,4,3,1,0
1282,2023-10-04T00:00:00,4,2,2,0
1283,2023-10-05T00:00:00,5,3,2,0
1284,2023-10-06T00:00:00,1,1,0,0
1285,2023-10-07T00:00:00,6,5,1,0
1286,2023-10-08T00:00:00,5,3,2,0
1287,2023-10-09T00:00:00,3,2,1,0
1288,2023-10-10T00:00:00,7,3,4,0
1289,2023-10-11T00:00:00,4,4,0,0
1290,2023-10-12T00:00:00,14,10,4,0
1291,2023-10-13T00:00:00,5,4,1,0
1292,2023-10-14T00:00:00,6,3,3,0
1293,2023-10-15T00:00:00,6,4,2,0
1294,2023-10-16T00:00:00,7,6,1,0
1295,2023-10-17T00:00:00,2,2,0,0
1296,2023-10-18T00:00:00,5,4,1,0
1297,2023-10-19T00:00:00,7,3,3,1
1298,2023-10-20T00:00:00,5,5,0,0
1299,2023-10-21T00:00:00,6,3,3,0
1300,2023-10-22T00:00:00,6,3,3,0
1301,2023-10-23T00:00:00,11,6,5,0
1302,2023-10-24T00:00:00,9,3,6,0
1303,2023-10-25T00:00:00,7,7,0,0
1304,2023-10-26T00:00:00,4,1,2,1
1305,2023-10-27T00:00:00,10,7,2,1
1306,2023-10-28T00:00:00,8,1,5,2
1307,2023-10-29T00:00:00,5,3,1,1
1308,2023-10-30T00:00:00,6,4,2,0
1309,2023-10-31T00:00:00,8,3,5,0
1310,2023-11-01T00:00:00,12,10,2,0
1311,2023-11-02T00:00:00,5,2,3,0
1312,2023-11-03T00:00:00,8,6,2,0
1313,2023-11-04T00:00:00,4,4,0,0
1314,2023-11-05T00:00:00,11,8,3,0
1315,2023-11-06T00:00:00,7,3,4,0
1316,2023-11-07T00:00:00,7,4,3,0
1317,2023-11-08T00:00:00,3,0,3,0
1318,2023-11-09T00:00:00,8,6,2,0
1319,2023-11-10T00:00:00,5,1,4,0
1320,2023-11-11T00:00:00,12,7,5,0
1321,2023-11-12T00:00:00,6,4,2,0
1322,2023-11-13T00:00:00,7,2,5,0
1323,2023-11-14T00:00:00,12,8,3,1
1324,2023-11-15T00:00:00,15,7,7,1
1325,2023-11-16T00:00:00,9,5,4,0
1326,2023-11-17T00:00:00,10,4,4,2
1327,2023-11-18T00:00:00,11,5,6,0
1328,2023-11-19T00:00:00,9,7,2,0
1329,2023-11-20T00:00:00,8,4,3,1
1330,2023-11-21T00:00:00,6,2,3,1
1331,2023-11-22T00:00:00,9,6,3,0
1332,2023-11-23T00:00:00,10,7,2,1
1333,2023-11-24T00:00:00,7,3,4,0
1334,2023-11-25T00:00:00,6,2,4,0
1335,2023-11-26T00:00:00,10,7,3,0
1336,2023-11-27T00:00:00,5,2,2,1
1337,2023-11-28T00:00:00,12,10,2,0
1338,2023-11-29T00:00:00,10,6,4,0
1339,2023-11-30T00:00:00,7,5,2,0
1340,2023-12-01T00:00:00,6,3,3,0
1341,2023-12-02T00:00:00,7,5,2,0
1342,2023-12-03T00:00:00,18,11,7,0
1343,2023-12-04T00:00:00,9,6,3,0
1344,2023-12-05T00:00:00,12,7,2,3
1345,2023-12-06T00:00:00,8,5,3,0
1346,2023-12-07T00:00:00,13,11,2,0
1347,2023-12-08T00:00:00,13,11,2,0
1348,2023-12-09T00:00:00,10,5,5,0
1349,2023-12-10T00:00:00,8,6,2,0
1350,2023-12-11T00:00:00,7,6,1,0
1351,2023-12-12T00:00:00,3,1,1,1
1352,2023-12-13T00:00:00,4,4,0,0
1353,2023-12-14T00:00:00,5,4,1,0
1354,2023-12-15T00:00:00,5,4,1,0
1355,2023-12-16T00:00:00,11,6,5,0
1356,2023-12-17T00:00:00,5,2,3,0
1357,2023-12-18T00:00:00,5,5,0,0
1358,2023-12-19T00:00:00,9,5,4,0
1359,2023-12-20T00:00:00,5,5,0,0
1360,2023-12-21T00:00:00,5,2,3,0
1361,2023-12-22T00:00:00,5,3,2,0
1362,2023-12-23T00:00:00,10,7,3,0
1363,2023-12-24T00:00:00,5,4,1,0
1364,2023-12-25T00:00:00,12,7,3,2
1365,2023-12-26T00:00:00,4,3,1,0
1366,2023-12-27T00:00:00,8,5,3,0
1367,2023-12-28T00:00:00,12,10,2,0
1368,2023-12-29T00:00:00,7,4,3,0
1369,2023-12-30T00:00:00,9,8,1,0
1370,2023-12-31T00:00:00,11,8,2,1
1371,2024-01-01T00:00:00,5,3,2,0
1372,2024-01-02T00:00:00,11,7,4,0
1373,2024-01-03T00:00:00,5,4,1,0
1374,2024-01-04T00:00:00,12,10,2,0
1375,2024-01-05T00:00:00,10,8,2,0
1376,2024-01-06T00:00:00,8,6,0,2
1377,2024-01-07T00:00:00,16,11,5,0
1378,2024-01-08T00:00:00,12,10,2,0
1379,2024-01-09T00:00:00,12,3,7,2
1380,2024-01-10T00:00:00,7,6,1,0
1381,2024-01-11T00:00:00,7,3,3,1
1382,2024-01-12T00:00:00,8,7,1,0
1383,2024-01-13T00:00:00,9,6,3,0
1384,2024-01-14T00:00:00,8,6,1,1
1385,2024-01-15T00:00:00,5,3,2,0
1386,2024-01-16T00:00:00,7,4,3,0
1387,2024-01-17T00:00:00,8,7,1,0
1388,2024-01-18T00:00:00,11,3,7,1
1389,2024-01-19T00:00:00,4,2,1,1
1390,2024-01-20T00:00:00,7,3,3,1
1391,2024-01-21T00:00:00,4,4,0,0
1392,2024-01-22T00:00:00,3,2,0,1
1393,2024-01-23T00:00:00,7,2,4,1
1394,2024-01-24T00:00:00,5,3,1,1
1395,2024-01-25T00:00:00,9,7,2,0
1396,2024-01-26T00:00:00,3,3,0,0
1397,2024-01-27T00:00:00,3,3,0,0
1398,2024-01-28T00:00:00,6,4,1,1
1399,2024-01-29T00:00:00,0,0,0,0
1400,2024-01-30T00:00:00,2,2,0,0
1401,2024-01-31T00:00:00,8,3,4,1
1402,2024-02-01T00:00:00,5,1,4,0
1403,2024-02-02T00:00:00,1,1,0,0
1404,2024-02-03T00:00:00,3,2,1,0
1405,2024-02-04T00:00:00,3,2,1,0
1406,2024-02-05T00:00:00,2,1,1,0
1407,2024-02-06T00:00:00,4,2,2,0
1408,2024-02-07T00:00:00,0,0,0,0
1409,2024-02-08T00:00:00,4,3,1,0
1410,2024-02-09T00:00:00,0,0,0,0
1411,2024-02-10T00:00:00,3,3,0,0
1412,2024-02-11T00:00:00,6,6,0,0
1413,2024-02-12T00:00:00,2,1,1,0
1414,2024-02-13T00:00:00,1,0,1,0
1415,2024-02-14T00:00:00,3,3,0,0
1416,2024-02-15T00:00:00,0,0,0,0
1417,2024-02-16T00:00:00,1,1,0,0
1418,2024-02-17T00:00:00,0,0,0,0
1419,2024-02-18T00:00:00,0,0,0,0
1420,2024-02-19T00:00:00,0,0,0,0
1421,2024-02-20T00:00:00,0,0,0,0
1422,2024-02-21T00:00:00,0,0,0,0
